,intercolumnar distance,upper margin,lower margin,exploitation,row number,modular ratio,interlinear spacing,weight,peak number,modular ratio/ interlinear spacing,Class
37,0.15498,0.140576,0.228514,0.766134,-1.257711,0.273364,0.597681,0.962091,0.001721,0.035479000000000004,A
38,0.056228999999999994,0.533135,0.185837,0.8828010000000001,0.261718,0.356414,0.408929,0.898816,0.126447,0.20155,A
39,-0.26471100000000003,-0.275537,0.384996,1.343918,0.261718,1.4360600000000001,-0.157328,0.32507199999999997,0.001721,1.5340770000000001,A
40,0.389513,-0.220579,-3.210528,-2.624155,0.261718,-0.681707,-0.044076,-1.3239370000000001,-0.403638,-0.477491,A
41,-0.00549,0.478177,0.029355000000000003,-0.247644,0.17234000000000002,-0.723232,0.257927,-0.514528,-0.65309,-0.6786909999999999,A
42,0.019197,-0.28338800000000003,0.214288,0.857677,0.261718,0.688613,-0.157328,-0.245547,0.064084,0.867922,A
43,-0.116585,0.06991499999999999,0.068476,-0.783147,0.261718,0.356414,0.371178,-0.20871599999999998,-0.746634,0.233111,A
44,0.303106,-0.03215,0.367214,-0.350585,0.17234000000000002,-0.432558,0.408929,-0.86455,-1.089631,-0.47513999999999995,A
45,0.17966700000000002,0.258344,0.189393,-0.133304,0.17234000000000002,-1.096956,-2.875357,-0.399939,-0.497183,-2.349822,A
46,-0.017834,0.132725,0.125378,1.357345,0.261718,0.356414,0.069175,0.75918,-0.310094,0.42958500000000005,A
47,0.562327,-0.000745,-3.210528,-2.832246,0.261718,-2.882524,0.371178,-2.257275,-0.933723,-2.647993,A
48,0.266074,0.580242,0.11470899999999999,-0.165469,0.261718,-0.515608,0.257927,-0.10575599999999999,0.064084,-0.480288,A
49,0.068573,0.148427,0.111153,0.179577,0.261718,-0.14188399999999998,0.144676,-0.144451,-0.278912,-0.084771,A
50,-0.030177999999999996,0.438921,-0.045329,0.766462,0.17234000000000002,0.190314,0.371178,0.27579499999999996,0.46944300000000005,0.101396,A
51,0.13029200000000002,-0.126364,0.27119099999999996,0.816262,0.261718,0.771662,0.031425,0.663754,0.18880999999999998,0.824499,A
52,0.080916,-0.24413200000000002,0.45968000000000003,0.426726,0.261718,0.647088,0.031425,-1.380728,-1.058449,0.696835,A
53,0.13029200000000002,0.336855,0.100483,0.382834,0.17234000000000002,1.0208110000000001,0.371178,0.241779,0.375899,0.821908,A
54,-0.042522000000000004,-0.29909,0.182281,1.151314,0.261718,1.9758830000000003,0.069175,-0.181612,0.219991,1.90271,A
55,-0.017834,-0.047852,0.09337100000000001,-0.139302,0.261718,1.103861,0.144676,-1.105689,-0.310094,1.041588,A
56,0.019197,-0.087108,0.292529,0.24077600000000002,0.17234000000000002,-0.598658,0.220177,-0.215007,0.219991,-0.537297,A
57,0.019197,0.588093,0.260522,-1.348758,0.08296100000000001,0.024215,-0.270579,-0.5959760000000001,0.001721,0.310288,A
58,0.10560399999999999,-0.189174,0.164499,-0.683757,0.261718,-0.266459,0.295677,-0.776636,0.251173,-0.28315,A
59,-0.16596,-0.26768600000000004,0.256965,0.051662,0.261718,1.477585,0.182426,-1.09633,-0.247731,1.3604100000000001,A
60,0.14263599999999999,0.164129,0.20006300000000002,-0.249732,0.261718,-0.889332,0.069175,0.35687399999999997,0.46944300000000005,-0.725224,A
61,0.13029200000000002,-0.314793,0.41700299999999996,1.051058,0.08296100000000001,0.273364,0.257927,1.155449,0.562987,0.224347,A
62,0.21669899999999997,0.321153,0.128935,0.491087,0.261718,1.311485,0.824183,-0.035376,-0.278912,0.805235,A
63,0.21669899999999997,-0.189174,0.352988,-2.20129,0.261718,0.854712,0.446679,-1.062179,-0.310094,0.631364,A
64,-0.042522000000000004,-0.29909,0.182281,1.151314,0.261718,0.605563,0.371178,0.822242,0.40708,0.44915,A
65,-0.030177999999999996,0.30545100000000003,-3.203415,-0.130828,0.17234000000000002,0.190314,-0.232828,0.5754520000000001,0.438262,0.448078,A
66,0.15498,-0.236281,0.015130000000000001,0.558909,0.17234000000000002,0.480988,-0.006326,0.33079899999999995,0.219991,0.575669,A
67,0.056228999999999994,-0.016447999999999997,0.345875,-0.053786,0.17234000000000002,0.231839,0.333428,-0.66725,0.126447,0.150726,A
68,0.117948,-0.29909,0.47390600000000005,-0.204438,0.08296100000000001,0.024215,0.484429,-0.137035,0.344717,-0.117211,A
69,0.068573,-0.20487600000000003,0.424116,1.412158,0.261718,0.564038,0.408929,0.337905,-0.5283640000000001,0.390804,A
70,0.167323,0.313302,0.16805499999999998,-0.383198,0.261718,0.480988,0.52218,-0.297212,-0.902542,0.28881799999999996,A
71,0.192011,0.509582,0.07914500000000001,1.072093,0.261718,-0.391033,0.144676,1.4800360000000001,0.531806,-0.312517,A
72,1.21655,0.156278,-0.013322,0.353593,0.17234000000000002,0.397939,0.484429,0.130102,-0.37245700000000004,0.21186999999999998,A
73,0.09326,-0.26768600000000004,0.16805499999999998,-0.383884,0.261718,0.14879,0.6354310000000001,-0.198096,0.219991,-0.08847200000000001,A
74,0.192011,-0.03215,0.452567,-0.877078,0.261718,-0.6401819999999999,0.408929,-1.567834,-0.559546,-0.6691560000000001,A
75,0.068573,0.148427,0.111153,0.179577,0.261718,0.06573999999999999,0.484429,-0.036793,-0.216549,-0.073777,A
76,-0.153617,-0.22843000000000002,0.48813100000000004,0.580183,0.261718,2.100457,-0.044076,0.025006,0.126447,2.092289,A
77,0.14263599999999999,0.48602799999999996,0.025799000000000002,0.5454220000000001,0.17234000000000002,-0.889332,-0.081827,-0.19132000000000002,-0.8401790000000001,-0.642116,A
78,0.204355,0.038511000000000004,0.036468,0.655644,0.17234000000000002,-0.14188399999999998,0.484429,0.956305,0.064084,-0.265899,A
79,0.229043,-1.044953,0.349432,0.8424299999999999,0.261718,0.730137,0.333428,1.0423149999999999,0.219991,0.596971,A
80,1.0437370000000001,-0.401156,0.47390600000000005,0.506215,0.261718,-0.349509,0.106925,0.9098440000000001,-0.746634,-0.250529,A
81,0.192011,0.242641,0.164499,0.5767220000000001,0.261718,0.854712,0.295677,-0.089098,-0.12300499999999999,0.722115,A
82,0.117948,-0.008597,0.623275,-0.855684,0.17234000000000002,-0.30798400000000004,0.295677,-0.045724,-1.183175,-0.318291,A
83,0.266074,0.164129,0.11826500000000001,0.320234,0.261718,-0.432558,0.220177,-0.801236,-1.089631,-0.389356,A
84,0.204355,-0.275537,0.360101,-0.278884,0.261718,0.564038,0.220177,-0.278593,0.18880999999999998,0.5025310000000001,A
85,0.229043,-0.354049,0.182281,0.210878,0.261718,1.103861,0.408929,-0.340469,0.032902,0.8738049999999999,A
86,0.15498,-0.377602,0.349432,0.70613,-0.006417,-0.266459,-0.081827,-1.309493,-0.902542,-0.072173,A
87,1.142487,0.062064,0.125378,1.0598299999999998,0.261718,2.266557,0.748682,-0.428829,-0.559546,1.676219,A
88,0.080916,0.077766,0.050694,0.857319,-1.257711,0.397939,-0.157328,0.8727219999999999,0.375899,0.577634,A
89,-3.498799,0.329004,0.139604,0.982191,-4.9222150000000005,-0.349509,0.748682,1.397928,-2.742249,-0.57492,A
90,-0.16596,-0.26768600000000004,0.256965,0.051662,0.261718,0.480988,0.182426,-0.459952,-0.247731,0.44992200000000004,A
91,-0.017834,-0.44041199999999997,0.26763400000000004,1.39515,0.261718,0.356414,-0.006326,1.35038,0.46944300000000005,0.47758900000000004,A
92,0.056228999999999994,0.533135,0.185837,0.8828010000000001,0.261718,0.024215,0.257927,1.228159,-0.029461,-0.001506,A
93,-3.498799,0.329004,0.139604,0.982191,-4.9222150000000005,-0.14188399999999998,0.597681,1.164244,-2.742249,-0.33065900000000004,A
94,-0.054866,0.580242,0.032912000000000004,-0.016668000000000002,0.261718,0.439463,-2.988609,-0.5998979999999999,0.157628,-1.298518,A
95,0.303106,-0.03215,0.367214,-0.350585,0.17234000000000002,-0.474083,0.295677,0.472279,0.064084,-0.46747299999999997,A
96,-0.128929,0.022808000000000002,0.19295,0.837775,0.261718,0.314889,-0.081827,0.466183,0.219991,0.463316,A
97,-0.26471100000000003,-0.275537,0.384996,1.343918,0.261718,0.688613,0.144676,-0.144762,-1.463808,0.665733,A
98,-0.030177999999999996,0.30545100000000003,-3.203415,-0.130828,0.17234000000000002,-0.515608,0.144676,0.753142,0.46944300000000005,-0.428655,A
99,0.29076199999999996,0.156278,0.136047,1.401386,0.08296100000000001,0.730137,0.257927,1.397054,0.46944300000000005,0.623167,A
100,0.17966700000000002,-0.29123899999999997,0.228514,1.550427,0.17234000000000002,0.9377620000000001,0.333428,0.7675489999999999,0.40708,0.795459,A
101,-0.030177999999999996,0.09346900000000001,0.235627,1.206186,0.261718,0.314889,0.182426,0.968886,0.62535,0.330335,A
102,-0.178304,-0.189174,0.26407800000000003,-0.6404920000000001,0.17234000000000002,1.145386,0.106925,-1.203678,-1.2767190000000002,1.082648,A
103,0.21669899999999997,0.321153,0.128935,0.491087,0.261718,0.522513,1.163937,0.16481600000000002,-0.154186,-0.042361,A
104,0.167323,0.117022,0.047137,-0.174809,0.261718,-0.01731,0.106925,0.227082,0.282354,0.036576,A
105,0.438888,0.289748,0.14315999999999998,-0.282494,0.261718,-0.391033,0.484429,-0.297134,0.375899,-0.490016,A
106,0.117948,0.23479,0.050694,0.22045599999999999,0.261718,-0.10036,-0.044076,0.084146,0.157628,0.053188,A
107,-0.314087,-0.236281,0.029355000000000003,0.46086099999999997,0.261718,1.0623360000000002,-0.119577,0.136994,0.375899,1.1961469999999998,A
108,-0.00549,0.478177,0.029355000000000003,-0.247644,0.17234000000000002,0.190314,0.710932,-0.555068,-0.590727,-0.104674,A
109,-0.16596,-0.26768600000000004,0.256965,0.051662,0.261718,1.26996,0.52218,-0.8279120000000001,-0.403638,0.9551649999999999,A
110,-0.079554,0.187683,-0.070224,0.211236,0.261718,-0.9723809999999999,0.220177,-2.856667,-3.20997,-0.87355,A
111,-0.091897,-0.220579,0.27474699999999996,0.567174,-0.185173,0.231839,0.710932,0.112647,-0.310094,-0.059937,A
112,1.21655,0.156278,-0.013322,0.353593,0.17234000000000002,0.688613,0.52218,0.024346,-0.621908,0.441014,A
113,-3.498799,0.48602799999999996,0.139604,-5.440122,-0.006417,-0.889332,0.144676,-0.5002770000000001,-2.461615,-0.770913,A
114,-0.22768000000000002,0.289748,-0.006209,0.395814,0.261718,1.35301,-0.044076,-0.472844,0.282354,1.383207,A
115,-0.128929,0.022808000000000002,0.19295,0.837775,0.261718,2.225032,0.7864329999999999,-0.9141940000000001,-0.37245700000000004,1.6231280000000001,A
116,0.031541,0.117022,-0.17691600000000002,-0.620739,-1.168333,-0.9308559999999999,0.899684,-2.0396669999999997,-0.185368,-1.16485,A
117,-3.498799,0.45462299999999994,0.128935,-5.440122,-0.006417,-0.8062819999999999,0.182426,-1.456836,-1.058449,-0.702066,A
118,0.117948,0.23479,0.050694,0.22045599999999999,0.261718,0.314889,0.257927,0.238148,0.18880999999999998,0.261392,A
119,0.17966700000000002,-0.17347100000000001,0.121822,-1.139205,0.17234000000000002,-0.764757,0.484429,-1.220337,-0.403638,-0.808368,A
120,0.266074,0.21123699999999998,0.11470899999999999,0.937882,0.261718,0.480988,0.257927,-0.560193,-1.49499,0.417494,A
121,0.10560399999999999,0.289748,0.17161099999999999,-0.22004400000000002,0.261718,1.768258,0.484429,-0.936891,-1.183175,1.420963,A
122,0.117948,-0.29909,0.47390600000000005,-0.204438,0.08296100000000001,0.06573999999999999,0.408929,-0.617566,0.282354,-0.044614999999999995,A
123,0.031541,-0.11851300000000001,0.37432600000000005,-0.066706,0.261718,-0.6401819999999999,0.295677,0.6961579999999999,0.438262,-0.616872,A
124,0.34013699999999997,0.399665,0.207175,-0.724993,0.261718,0.522513,0.446679,-0.806886,-0.060641999999999995,0.33734000000000003,A
125,-0.042522000000000004,0.407516,-3.210528,-0.636404,0.261718,1.4360600000000001,0.446679,-1.2087649999999999,-0.5283640000000001,1.148855,A
126,0.15498,-0.322644,0.17516800000000002,0.126526,0.17234000000000002,0.522513,0.52218,-0.184719,-0.37245700000000004,0.304863,A
127,0.24138600000000002,0.23479,0.121822,1.037988,0.261718,1.228436,-0.081827,0.093562,-0.466001,1.306427,A
128,0.204355,-0.354049,0.32098000000000004,0.410166,-0.989576,0.314889,-6.310645,0.354175,-1.526171,-2.7295580000000004,A
129,0.562327,-0.000745,-3.210528,-2.832246,0.261718,0.14879,0.446679,-0.165401,-0.37245700000000004,0.016577,A
130,0.117948,0.124874,0.128935,0.3837,0.17234000000000002,0.480988,0.182426,-0.219123,-0.278912,0.463268,A
131,0.080916,0.650903,-0.023991,0.472826,0.261718,2.349606,0.446679,-1.301668,-0.87136,1.9544869999999999,A
132,0.09326,-0.38545300000000005,0.352988,0.546705,0.261718,0.024215,0.295677,0.511265,0.344717,-0.018009999999999998,A
133,0.15498,-0.377602,0.349432,0.70613,-0.006417,-0.598658,-2.875357,-1.143724,-1.058449,-1.965395,A
134,0.401857,-0.29909,0.32809299999999997,0.432395,-1.257711,0.605563,0.144676,0.407237,0.095265,0.618658,A
135,0.34013699999999997,0.399665,0.207175,-0.724993,0.261718,-0.764757,0.182426,0.032577999999999996,0.126447,-0.6699149999999999,A
136,-0.116585,-0.338346,-3.210528,-0.8658290000000001,-1.168333,3.304678,-0.308329,-1.8355139999999999,-2.711067,3.4633559999999997,A
137,-0.079554,0.187683,-0.070224,0.211236,0.261718,1.228436,0.182426,-0.590928,0.251173,1.135823,A
138,0.14263599999999999,-1.916434,-0.023991,-0.504341,0.261718,0.480988,0.333428,0.8937879999999999,0.531806,0.373456,A
139,0.117948,0.321153,-3.210528,0.642753,0.351096,-0.598658,0.144676,0.7716649999999999,0.562987,-0.4952,A
140,0.13029200000000002,-1.6494939999999998,-3.210528,-2.636061,-2.419627,0.688613,1.050686,-0.5300020000000001,-1.2455379999999998,0.143782,A
141,-3.498799,-0.401156,0.352988,0.786513,-4.9222150000000005,0.522513,0.333428,0.468434,-0.247731,0.401883,A
142,0.364825,-0.047852,-0.038216,0.327813,0.261718,-0.764757,0.295677,-0.425392,-0.996086,-0.729359,A
143,0.24138600000000002,-0.322644,0.310311,0.49055,0.261718,0.522513,0.257927,-0.190194,-0.154186,0.448114,A
144,0.006853,-0.181323,0.388552,0.301377,-0.095795,-0.391033,0.333428,0.6291939999999999,0.531806,-0.413948,A
145,-0.042522000000000004,0.10132000000000001,0.288973,0.7221529999999999,0.261718,0.024215,0.673182,-0.466495,-0.341275,-0.243441,A
146,0.192011,0.509582,0.07914500000000001,1.072093,0.261718,0.480988,0.484429,0.48049200000000003,0.032902,0.276304,A
147,0.29076199999999996,-0.26768600000000004,0.32453699999999996,-0.396177,-1.0789549999999999,-0.889332,0.371178,-1.6830450000000001,-1.2455379999999998,-0.878131,A
148,-3.498799,0.48602799999999996,0.139604,-5.440122,-0.006417,-0.681707,0.257927,0.290609,-2.430434,-0.6394880000000001,A
149,0.080916,0.077766,0.050694,0.857319,-1.257711,0.273364,0.333428,0.45564,0.718895,0.17113499999999998,A
150,0.15498,0.336855,0.068476,0.021525,0.261718,-0.183409,0.597681,-1.183311,-1.058449,-0.357615,A
151,0.019197,0.588093,0.260522,-1.348758,0.08296100000000001,-0.474083,-3.441614,-2.812594,-2.368071,-1.849859,A
152,0.031541,0.117022,-0.17691600000000002,-0.620739,-1.168333,1.9758830000000003,0.220177,-0.34881799999999996,0.001721,1.788632,A
153,0.006853,0.038511000000000004,-0.376075,0.9638110000000001,-0.006417,0.647088,0.069175,0.12293699999999999,-0.403638,0.6818390000000001,A
154,0.25373,-0.338346,-3.210528,-1.790689,0.351096,0.480988,0.446679,-0.185865,-0.029461,0.31150500000000003,A
155,-0.030177999999999996,-0.220579,0.24273899999999998,1.988271,0.17234000000000002,0.730137,0.408929,1.488559,0.562987,0.544193,A
156,0.10560399999999999,0.10132000000000001,0.24629600000000001,0.08707999999999999,0.261718,-1.22153,-0.006326,-2.496162,-2.929337,-0.9960540000000001,A
157,-3.498799,-0.5503279999999999,0.050694,-0.629422,-4.9222150000000005,-0.681707,0.257927,-0.5117520000000001,-0.403638,-0.635401,A
158,0.21669899999999997,0.2976,0.249852,-0.041313,0.261718,-0.9308559999999999,0.295677,0.7338819999999999,0.344717,-0.872827,A
159,0.09326,0.2976,-0.013322,0.1091,0.261718,-0.557133,0.031425,-0.089001,-0.341275,-0.40458099999999997,A
160,-0.017834,0.132725,0.125378,1.357345,0.261718,-0.01731,0.106925,1.149877,-0.278912,0.039867,A
161,0.21669899999999997,-2.0891599999999997,0.424116,-0.457525,0.08296100000000001,-0.266459,0.220177,-1.078177,-1.8691669999999998,-0.222079,A
162,0.13029200000000002,-0.126364,0.27119099999999996,0.816262,0.261718,0.231839,0.333428,0.56291,-0.247731,0.14088900000000001,A
163,-0.252367,0.09346900000000001,0.23918299999999998,-0.021440999999999998,0.17234000000000002,2.100457,0.371178,-0.834514,-0.278912,1.797843,A
164,0.09326,0.148427,0.17161099999999999,0.9707040000000001,0.17234000000000002,0.356414,0.446679,0.9474319999999999,-0.216549,0.202949,A
165,0.14263599999999999,-0.142067,0.24629600000000001,0.789259,-1.347089,0.439463,0.597681,0.7434930000000001,-0.154186,0.179369,A
166,0.14263599999999999,-0.330495,0.299642,0.418282,0.17234000000000002,0.854712,0.748682,-0.621216,0.126447,0.456347,A
167,0.09326,-0.26768600000000004,0.16805499999999998,-0.383884,0.261718,-0.10036,0.408929,0.276785,0.064084,-0.18920399999999998,A
168,0.09326,-1.6808990000000001,0.356544,0.180532,0.17234000000000002,-0.22493400000000002,-2.611104,0.439117,0.46944300000000005,-1.9988240000000002,A
169,0.587014,0.399665,0.064919,0.116828,-1.6152229999999999,0.10726500000000001,0.597681,-0.6418550000000001,-1.058449,-0.114499,A
170,0.29076199999999996,0.156278,0.136047,1.401386,0.08296100000000001,-0.557133,0.257927,0.146294,-0.43482,-0.52242,A
171,0.364825,0.289748,0.235627,-0.32379,0.17234000000000002,0.439463,0.52218,-0.045685,0.282354,0.22511799999999998,A
172,0.117948,-0.29909,0.47390600000000005,-0.204438,0.08296100000000001,0.231839,0.6354310000000001,-0.302124,0.126447,-0.027919,A
173,0.031541,0.117022,-0.17691600000000002,-0.620739,-1.168333,-1.678304,-3.10186,-1.70976,0.500624,-2.617723,A
174,-0.252367,-0.149918,0.313868,-0.243616,0.261718,0.356414,-0.157328,0.604304,-0.403638,0.544507,A
175,0.24138600000000002,-0.126364,0.41700299999999996,0.096091,0.17234000000000002,-0.515608,-2.724356,1.342012,0.812439,-2.0882490000000002,A
176,-0.116585,-0.338346,-3.210528,-0.8658290000000001,-1.168333,-0.266459,0.220177,0.21762600000000001,0.126447,-0.241644,A
177,0.24138600000000002,0.23479,0.121822,1.037988,0.261718,0.9377620000000001,0.673182,0.806787,0.032902,0.576526,A
178,0.117948,0.124874,0.128935,0.3837,0.17234000000000002,0.854712,0.899684,-0.6056060000000001,-0.37245700000000004,0.37192600000000003,A
179,0.327793,-2.426761,-2.324983,-1.744082,0.440474,-0.14188399999999998,0.257927,1.4779579999999999,0.18880999999999998,-0.14691500000000002,A
180,0.117948,0.171981,0.21784499999999998,1.738109,0.261718,1.8097830000000001,0.371178,-0.080808,-0.216549,1.53615,A
181,1.0437370000000001,-0.401156,0.47390600000000005,0.506215,0.261718,-0.183409,0.295677,0.7887109999999999,-0.715453,-0.193388,A
182,0.10560399999999999,-0.251983,0.466793,0.287084,0.261718,-0.10036,-0.044076,-0.292106,-0.403638,0.053501,A
183,0.068573,-0.20487600000000003,0.424116,1.412158,0.261718,0.273364,0.031425,1.7675779999999999,0.8748020000000001,0.34679099999999996,A
184,0.14263599999999999,0.164129,0.20006300000000002,-0.249732,0.261718,0.356414,0.446679,-1.071615,-0.8401790000000001,0.181443,A
185,0.15498,0.23479,0.210732,0.643738,0.17234000000000002,1.726734,0.371178,-1.170925,-0.5283640000000001,1.4474,A
186,0.167323,0.117022,0.047137,-0.174809,0.261718,0.273364,-0.157328,0.5287,0.375899,0.46738999999999997,A
187,0.15498,-0.236281,0.015130000000000001,0.558909,0.17234000000000002,-1.096956,0.295677,1.312209,-2.274526,-1.020623,A
188,0.29076199999999996,0.109171,-0.112901,0.221262,0.261718,0.356414,0.408929,0.10744400000000001,0.344717,0.221791,A
189,0.327793,-0.142067,0.48101800000000006,-2.171392,0.261718,-0.391033,0.6354310000000001,0.6791119999999999,0.656532,-0.566759,A
190,-0.030177999999999996,0.30545100000000003,-3.203415,-0.130828,0.17234000000000002,3.097054,0.55993,-0.877383,-0.278912,2.6055610000000002,A
191,0.019197,0.588093,0.260522,-1.348758,0.08296100000000001,-0.30798400000000004,0.484429,-1.0190379999999999,-0.590727,-0.411332,A
192,0.117948,0.171981,0.21784499999999998,1.738109,0.261718,0.273364,0.333428,-0.7565029999999999,-1.2767190000000002,0.183528,A
193,0.24138600000000002,0.109171,-0.127126,0.380626,0.17234000000000002,0.024215,0.295677,0.20646199999999998,0.18880999999999998,-0.01643,A
194,0.056228999999999994,0.124874,0.136047,0.14974,0.17234000000000002,4.1767,-0.081827,-2.3637099999999998,-3.5529669999999998,4.03337,A
195,0.167323,0.313302,0.16805499999999998,-0.383198,0.261718,0.480988,0.295677,0.13101400000000002,-0.185368,0.399363,A
196,0.21669899999999997,-0.424709,0.306755,-0.043282999999999995,0.261718,-0.10036,0.484429,0.285464,0.032902,-0.232519,A
197,0.14263599999999999,0.20338499999999998,-0.006209,-0.8348270000000001,0.261718,2.391131,0.861934,-0.638263,-0.902542,1.736361,A
198,-0.06721,-0.43256000000000006,-3.210528,-0.875108,0.17234000000000002,1.35301,0.597681,-2.0964959999999997,-1.1208120000000001,0.978527,A
199,-0.240024,-0.424709,0.089814,1.094532,0.261718,0.273364,0.031425,0.556561,0.46944300000000005,0.348611,A
200,0.09326,0.329004,0.27119099999999996,-0.8135220000000001,0.17234000000000002,-0.6401819999999999,0.597681,0.8117770000000001,0.001721,-0.764379,A
201,0.327793,-0.142067,0.48101800000000006,-2.171392,0.261718,-0.10036,0.55993,0.11913199999999999,0.531806,-0.270951,A
202,0.37716900000000003,0.164129,0.139604,-0.241825,0.17234000000000002,-0.8062819999999999,0.106925,-0.38064000000000003,0.095265,-0.66742,A
203,-0.06721,-0.275537,0.253409,0.371526,-1.0789549999999999,0.813187,0.408929,-0.09375800000000001,-0.341275,0.62565,A
204,0.14263599999999999,0.06991499999999999,0.399221,0.5680390000000001,-1.168333,0.10726500000000001,0.333428,0.337206,0.032902,0.044376,A
205,0.13029200000000002,0.077766,-0.045329,0.285383,-0.095795,1.35301,-0.006326,-0.399609,0.18880999999999998,1.3682940000000001,A
206,0.167323,0.117022,0.047137,-0.174809,0.261718,-0.10036,0.333428,-0.0731,-0.185368,-0.135041,A
